triggersfile version 1
25
0.100000 0.000000 100000000.000000  1 37 1 0  1 1120 1 216172782113783828 
0.500000 0.000000 0.000000  94 200 1 504403158265495561 31 2 144115188075855980 0 526 3 1224979098644774912 504403158265495561 12 526 3 1224979098644774913 504403158265495561 7 2133 2 1224979098644774914 0 4 0 1073741854 2 144115188075855975 2 3221225604 1 144115188075856084 2147483780 1 144115188075856083 5 0 31 2 144115188075855976 0 2281 3 1224979098644774915 648518346341351424 144115188075856084 4 0 2133 2 1224979098644774916 3 4 0 2273 0 2133 2 1224979098644774916 1 3 0 2147483680 2 1224979098644774915 1224979098644774916 2281 3 1224979098644774917 648518346341351424 1224979098644774912 32 2 1224979098644774917 1 2105 2 144115188075855975 1 4 0 31 2 144115188075855975 2 2133 2 1224979098644774914 1 1106 1 216172782113783978 3 0 5 0 2281 3 1224979098644774915 144115188075856083 144115188075856084 2147483680 2 1224979098644774915 1 1660 2 144115188075856084 144115188075856083 2133 2 144115188075855976 1 2133 2 144115188075855977 0 3 0 5 0 31 2 144115188075855976 1 2281 3 1224979098644774915 648518346341351424 144115188075856083 4 0 2147483680 2 1224979098644774915 1 1661 1 144115188075856084 2105 2 144115188075855975 1 4 0 31 2 144115188075855975 2 2133 2 1224979098644774914 1 1106 1 216172782113783978 3 0 5 0 2105 2 144115188075855977 1 32 2 144115188075855977 4 1661 1 144115188075856084 2133 2 1224979098644774914 1 2133 2 144115188075855976 2 3 0 3 0 4 0 31 2 1224979098644774914 1 1641 2 144115188075856084 1224979098644774912 1641 2 144115188075856083 1224979098644774913 1640 2 144115188075856084 1 1640 2 144115188075856083 1 1603 3 144115188075856084 65536 0 1603 3 144115188075856083 65536 0 3 0 2133 2 1224979098644774918 0 4 0 132 1 144115188075856084 2105 2 1224979098644774918 1 130 2 144115188075856084 1224979098644774912 1232 1 144115188075856084 2133 2 144115188075855978 1 2106 2 1224979098644774918 1 3 0 4 0 132 1 144115188075856083 2105 2 1224979098644774918 1 130 2 144115188075856083 1224979098644774913 1232 1 144115188075856083 2133 2 144115188075855979 1 2106 2 1224979098644774918 1 3 0 4 0 31 2 144115188075855979 1 31 2 144115188075855978 1 1 2 936748722493063553 504403158265495561 3 0 4 0 31 2 1224979098644774918 0 2133 2 144115188075855980 1 1632 3 1224979098644774919 648518346341351424 360287970189640526 1632 3 1224979098644774920 648518346341351424 360287970189640527 32 2 1224979098644774919 0 32 2 1224979098644774920 0 1 2 936748722493063552 504403158265495561 3 0  0 
168.000000 0.000000 0.000000  0  2 2107 2 144115188075855981 101 2108 2 144115188075855981 100 
0.100000 0.000000 0.100000  2 200 1 504403158265495581 31 2 144115188075856147 1  6 526 3 1224979098644774912 504403158265495581 8 4 0 132 1 1224979098644774912 1640 2 1224979098644774912 0 1603 3 1224979098644774912 65536 0 3 0 
0.100000 0.000000 0.100000  2 200 1 504403158265495581 31 2 144115188075856147 0  7 526 3 1224979098644774912 504403158265495581 8 4 0 132 1 1224979098644774912 1640 2 1224979098644774912 10 1603 3 1224979098644774912 65536 0 1641 2 1224979098644774912 648518346341351424 3 0 
0.100000 0.000000 0.000000  3 200 1 504403158265495581 526 3 1224979098644774912 504403158265495581 8 2147483780 1 1224979098644774912  1 1 3 936748722493063484 504403158265495581 2 
0.300000 0.000000 1.100000  6 200 1 504403158265495583 2147483851 1 504403158265495583 2301 2 1224979098644774912 576460752303423504 2147483678 2 144115188075856148 1224979098644774912 2302 2 1224979098644774913 576460752303423504 31 2 1224979098644774913 144115188075856149  2 1106 1 216172782113783826 1 3 936748722493063484 504403158265495583 0 
0.300000 0.000000 1.100000  6 200 1 504403158265495583 2147483850 1 504403158265495583 2301 2 1224979098644774912 576460752303423504 2147483678 2 144115188075856148 1224979098644774912 2302 2 1224979098644774913 576460752303423504 2147483679 2 1224979098644774913 144115188075856149  1 1 2 936748722493063552 504403158265495583 
1.000000 0.000000 0.000000  5 200 1 504403158265495584 526 3 1224979098644774912 504403158265495584 8 132 1 1224979098644774912 131 1 1224979098644774912 1232 1 1224979098644774912  0 
0.000000 0.000000 336.000000  22 6 3 1224979098644774912 360287970189640016 360287970189640022 500 3 1224979098644774912 12 0 2147483679 2 1224979098644774912 144115188075856013 520 3 1224979098644774913 1224979098644774912 14 542 3 1224979098644774913 21 0 542 3 1224979098644774913 60 1 2147484188 3 1224979098644774912 2 2 6 3 1224979098644774914 0 30 540 3 1224979098644774912 12 0 2136 3 1224979098644774915 648518346341351445 648518346341351467 2204 2 1224979098644774916 1224979098644774915 2190 3 1224979098644774917 1224979098644774916 1224979098644774913 2147483680 2 1224979098644774917 0 500 3 1224979098644774912 12 1224979098644774915 4 0 31 2 144115188075856163 1 2322 2 4 1224979098644774912 2330 2 5 1224979098644774915 1106 1 1585267068834414823 3 0 3 0 3 0  0 
360.000000 0.000000 0.000000  1 1 1 936748722493063561  0 
0.000000 0.000000 24.000000  0  127 2133 2 1224979098644774912 0 2133 2 1224979098644774913 100 6 3 1224979098644774914 360287970189639874 360287970189639890 110 1 1224979098644774914 2105 2 1224979098644774912 1 3 0 2106 2 1224979098644774913 1224979098644774912 2170 3 1224979098644774915 1369094286720630791 360287970189639680 2105 2 1224979098644774913 1224979098644774915 2133 2 72057594037927943 1224979098644774913 4 0 32 2 144115188075855983 0 31 2 144115188075856758 0 4 0 520 3 1224979098644774916 144115188075855983 71 110 1 144115188075855983 110 1 1224979098644774916 2133 2 144115188075855982 144115188075855983 3 0 2133 2 144115188075855983 0 3 0 6 3 1224979098644774917 360287970189639874 360287970189639890 500 3 1224979098644774917 81 0 4 0 540 3 1224979098644774917 5 1 500 3 1224979098644774917 80 1 3 0 520 3 1224979098644774918 1224979098644774917 2 4 0 31 2 1224979098644774918 11 520 3 1224979098644774919 1224979098644774917 84 2322 2 31 1224979098644774917 520 3 1224979098644774920 360287970189639680 7 2133 2 72057594037927940 1224979098644774920 2133 2 72057594037927941 1224979098644774919 32 2 1224979098644774920 1224979098644774919 500 3 1224979098644774917 77 0 500 3 1224979098644774917 69 0 500 3 1224979098644774917 2 0 3 0 4 0 560 3 1224979098644774917 150 5 540 3 1224979098644774917 151 1 520 3 1224979098644774916 1224979098644774917 144 540 3 1224979098644774916 145 0 500 3 1224979098644774916 145 1 2322 2 3 1224979098644774917 2322 2 4 1224979098644774916 4 0 31 2 144115188075856163 1 1106 1 216172782113786401 3 0 3 0 4 0 110 1 1224979098644774917 1 2 936748722493063608 1224979098644774917 2133 2 1224979098644774921 72057594037927936 4 0 2147483678 2 1224979098644774921 20 2136 3 1224979098644774922 0 100 2105 2 1224979098644774921 1224979098644774922 2147483678 2 1224979098644774921 20 2133 2 144115188075855984 1224979098644774917 3 0 520 3 1224979098644774923 1224979098644774917 77 2107 2 1224979098644774923 90 2108 2 1224979098644774923 1224979098644774913 500 3 1224979098644774917 77 1224979098644774923 520 3 1224979098644774923 1224979098644774917 69 2107 2 1224979098644774923 90 2108 2 1224979098644774923 1224979098644774913 500 3 1224979098644774917 69 1224979098644774923 4 0 1073742384 3 1224979098644774917 72 1 31 2 144115188075856758 1 520 3 1224979098644774924 1224979098644774917 71 110 1 1224979098644774924 1 4 936748722493063610 1224979098644774917 1224979098644774924 72 3 0 4 0 1073742384 3 1224979098644774917 74 1 31 2 144115188075856758 1 520 3 1224979098644774924 1224979098644774917 73 110 1 1224979098644774924 1 4 936748722493063610 1224979098644774917 1224979098644774924 74 3 0 4 0 1073742384 3 1224979098644774917 76 1 31 2 144115188075856758 1 520 3 1224979098644774924 1224979098644774917 75 110 1 1224979098644774924 520 3 1224979098644774923 1224979098644774917 77 2107 2 1224979098644774923 9 2108 2 1224979098644774923 10 500 3 1224979098644774917 77 1224979098644774923 3 0 4 0 31 2 144115188075856758 0 31 2 144115188075855982 0 31 2 144115188075856026 0 31 2 144115188075855983 0 540 3 1224979098644774917 72 0 520 3 1224979098644774916 1224979098644774917 71 110 1 1224979098644774916 2133 2 144115188075855983 1224979098644774917 3 0 4 0 31 2 144115188075855985 0 540 3 1224979098644774917 145 1 2133 2 144115188075855985 1224979098644774917 3 0 5 0 2147483758 1 1224979098644774917 31 2 1224979098644774918 5 520 3 1224979098644774925 1224979098644774917 150 4 0 32 2 1224979098644774925 0 2106 2 1224979098644774925 1 500 3 1224979098644774917 150 1224979098644774925 5 0 560 3 1224979098644774917 151 1 3221226012 3 1224979098644774917 151 8 101 1 1224979098644774917 2133 2 144115188075855986 1224979098644774917 3 0 3 0 3 0 
1.000000 0.000000 0.000000  15 1506 2 1224979098644774912 360287970189639680 31 2 1224979098644774912 1 6 3 1224979098644774913 360287970189639874 360287970189639890 540 3 1224979098644774913 2 5 1540 2 1224979098644774914 1224979098644774913 6 3 1224979098644774915 0 1224979098644774914 1541 3 1224979098644774916 1224979098644774913 1224979098644774915 30 2 1224979098644774916 0 1073741855 2 1224979098644774916 288230376151712136 1073741855 2 1224979098644774916 288230376151712146 31 2 1224979098644774916 288230376151712312 372 1 80 2133 2 1224979098644774914 0 3 0 3 0  0 
