dlga_fighter_talk_train_attack_2:fighter_pretalk|Chci se teď věnovat něčemu jinému.
dlga_fighter_talk_train_parry:fighter_talk_train_parry_2|Na rozdíl od štítu lze zbraní odrazit pouze útoky, které přicházejí z jednoho směru. Když například učiníš kryt vzhůru, ubráníš se všem útokům shora, ale rány ze strany nebo bodnutí zepředu tě stále zasáhnou.^^(Chceš-li se krýt, přidrž pravé myšítko.)
dlga_fighter_talk_train_parry_2:fighter_talk_train_parry_3|Teď na tebe budu útočit z různých úhlů a vždy počkám, až provedeš ten správný kryt. Snaž se reagovat co nejrychleji. ^^(Tento výcvik lze nejsnáze dokončit, pokud máš aktivovanou možnost automatického vykrývání útoků - implicitně je zapnutá. Pokud nalistuješ nabídku Nastavení a změníš ovládání směru obrany na 'pohyb myší' nebo klávesnici, budeš muset směr krytů ovládat sám. Je to mnohem větší výzva, ale hra se tak stává mnohem zajímavější. Pokud se tedy rozhodneš pro ruční blokování, bude se ti tento výcvik velice hodit.)
dlga_fighter_talk_train_parry_3:close_window|Tak můžeme začít. Jsem {připraven/připravena}.
dlga_fighter_talk_train_parry_3:fighter_pretalk|Chci se teď věnovat něčemu jinému.
dlga_fighter_talk_train_combat:fighter_talk_train_combat_2|Cvičný boj je vynikající přípravou pro skutečné bitvy. Zatím tu spolu bojujeme s neškodnými zbraněmi, dokud jeden z nás nepadne k zemi. Pár modřin z toho samozřejmě mít budeš, ale pořád je to lepší, než kdyby tě pak někdo proklál skutečným mečem.
dlga_fighter_talk_train_combat_2:close_window|Tak můžeme začít. Jsem {připraven/připravena}.
dlga_fighter_talk_train_combat_2:fighter_pretalk|Chci se teď věnovat něčemu jinému.
dlga_start:fighter_parry_try_again|Dobře, podařilo se ti vykrýt mé útoky. Pokud si v tomto ohledu věříš, můžeme si to teď zopakovat trochu rychleji. Co říkáš, zkusíme to znovu?
dlga_start:fighter_parry_try_again.1|Nu, to nebylo zrovna nejlepší, viď? (Nezapomeň, že při blokování musíš vždy přidržet pravé myšítko, jinak tvé kryty nebudou účinné.) Zkusíme to znovu?
dlga_fighter_parry_try_again:fighter_talk_train_parry|Ano, zkusme to znovu.
dlga_fighter_parry_try_again:fighter_talk_leave_parry|Ne, myslím, že prozatím mám dost!
dlga_start:fighter_parry_warn|Hej, cvičíme se tu v blokování! Máš vykrývat mé rány, a ne na mě útočit zezadu!
dlga_fighter_parry_warn:fighter_talk_train_parry|Škoda. Zkusme si to znovu.
dlga_fighter_parry_warn:fighter_talk_leave_parry|Je mi líto, ale teď musím výcvik na chvíli přerušit.
dlga_fighter_talk_leave_parry:close_window|Dobrá, jak si přeješ.
dlga_start:fighter_combat_try_again|Nu, to nebylo zrovna nejlepší, viď? Ale nezoufej, jen se příště snaž neopakovat stejné chyby. Dáme ještě jeden pokus?
dlga_fighter_combat_try_again:fighter_talk_train_combat|Ano, zkusme to ještě jednou.
dlga_fighter_combat_try_again:fighter_talk_leave_combat|Ne, už mám dost.
dlga_fighter_talk_leave_combat:close_window|No tak dobrá. Až se rozmyslíš, přijď za mnou.
dlga_start:fighter_combat_try_again.1|No ne, to bylo dobré - {porazils/porazilas} mě! Příště ale budu dávat větší pozor. Chceš si to zopakovat?
dlga_start:fighter_talk.2|Výborně. Teď už tedy umíš útočit z jakéhokoli směru. Jestli chceš, můžeme si tuhle lekci ještě zopakovat, anebo postoupit k obtížnější disciplíně.
dlga_start:archer_challenge_2|To nebylo špatné - to vůbec nebylo špatné! Vypadá to, že základy lukostřelby už máš v malíčku. A teď si zkusíme to samé s kuší - tamhle si jednu vezmi i se šipkami a sestřel tyto tři cíle. Oproti luku se s kuší zachází mnohem snáze, ale po každém výstřelu musíš nabíjet.
dlga_start:archer_challenge_2.1|Dobře. Střelba z kuše přece jen není tak náročná. A nyní si vyzkoušíme zacházení s vrhacími zbraněmi. Seber si tamhle ty oštěpy a zkus s nimi zasáhnout všechny tři cíle.
dlga_start:ranged_end|Tak, teď znáš základy používání všech tří zbraní na dálku. Zbytek už závisí na tobě. Když budeš každý den cvičit, můžeš se jednou vyrovnat nejlepším střelcům v Calradii.
dlga_ranged_end:close_window|Teď si můžeš promluvit s mistry v kontaktním boji nebo v jezdectví, pokud jsi to ovšem už {neudělal/neudělala}. Jejich disciplíny jsou neméně důležité.
dlga_start:archer_talk|Dobrý den přeji, {mládenče/panno}. Denně zde každého, kdo má zájem, učím správně používat zbraně na dálku. Potřebuješ-li, aby tě někdo zasvětil do tajů tohoto boje, stačí říct. Vysvětlím ti, jak používat luk, kuši a oštěp.
dlga_archer_talk:archer_challenge|Ano, ukaž mi, jak používat střelné zbraně.
dlga_archer_talk:close_window|Ne, teď ne.
dlga_archer_challenge:archer_challenge_2|Dobrá. Nejprve se pocvičíme v lukostřelbě. Luk je dosti obtížné zvládnout, ale až se ti to podaří, budeš střílet rychle a účinně. Tak si seber tamhle ten luk a šípy a zkus zasáhnout všechny cíle.
dlga_archer_challenge_2:close_window|Dobrá. Jsem {připraven/připravena}.
dlga_archer_challenge_2:close_window.1|Dej mi chvilku, musím si ještě něco zařídit.
dlga_start:horseman_melee_challenge_2|Doufám, že se ti jízda líbila. A teď si to trošku ztížíme. Vezmi si kopí a projeď celou drahou, přičemž každý cíl musíš zasáhnout alespoň jednou.
dlga_start:horseman_melee_challenge_2.1|Dobře! {Dokázals/Dokázalas} za jízdy zasáhnout všechny cíle. To je na nováčka výkon vpravdě obdivuhodný. A teď se pocvičíme v jízdní lukostřelbě - zkus střílet do terčů, které jsou rozmístěny podél cesty. Chceš-li uspět, musí v každém z nich vězet alespoň jeden šíp.
dlga_start:horsemanship_end|Výborně. Podařilo se ti za jízdy zasáhnout všechny cíle. Když budeš každý den poctivě cvičit, jistě se brzy staneš {vynikajícím jezdem/vynikající jezdkyní}.
dlga_horsemanship_end:close_window|Teď bys {měl/měla} zajít za mistry kontaktního boje a lukostřelby. Chceš-li se skutečně ubránit každému nepříteli, musíš se pořádně připravit.
dlga_start:horseman_talk|Zdravím! Přišel jsem si sem trochu zajezdit, ale dneska mě tak trápí pakostnice, že jsem se rozhodl pro odpočinek. Pokud se chceš pocvičit v jezdeckém umění, můžeš si půjčit mou klisnu. Trocha pohybu jí neuškodí.
dlga_horseman_talk:horseman_challenge|Ano, chci se pocvičit v jízdě.
dlga_horseman_talk:close_window|Nu, možná někdy jindy.
dlga_horseman_challenge:horseman_melee_challenge_2|Dobře. A teď ti v několika cvičeních ukážu, jak za jízdy používat zbraň. Tvůj první úkol je prostý - prostě nasedni a projeď se po dráze, co nejpomaleji nebo co nejrychleji. Až se budeš v sedle cítit jistě, vrať se ke mně a vyzkoušíme si něco obtížnějšího.
dlga_horseman_melee_challenge_2:close_window|Dobrá. Jsem {připraven/připravena}.
dlga_horseman_melee_challenge_2:close_window.1|Dej mi chvilku, musím si ještě něco zařídit.
dlga_tutorial_troop_default:close_window|Poslyš, já se tu snažím cvičit. Jestli nevíš, jak zacházet se střelnými zbraněmi, promluv si s lučištnickým mistrem.
dlga_start:lord_prison_break_confirm_3|Je nějaká změna plánu?
dlga_start:lord_prison_break|Co se děje?
dlga_start:drunk_response|Nač se to díváš?
dlga_start:drunk_response.1|To se koukáš na mě?
dlga_player_duel_response:close_window|Takové plýtvání...
dlga_player_duel_response:close_window.1|Radši on než já.
dlga_drunk_response:drunk_fight_start|To netuším, ale určitě to bude nějaký zvíře.
dlga_drunk_response:drunk_fight_start.1|Odpusťte - moc se vám omlouvám.
dlga_drunk_fight_start:close_window|Jen počkej, dám ti jednu rovnou do ksichtu!
dlga_drunk_response:drunk_player_high_renown|Víš ty vůbec, kdo já jsem?
dlga_drunk_player_high_renown:drunk_fight_start|A má bejt?
dlga_drunk_player_high_renown:drunk_player_high_renown|Hmm... Vlastně ano, ano, vím, kdo jsi, {sire/madam}. Odpusť prosím, Veličenstvo, za to může to pití. Radši už půjdu.
dlga_drunk_player_high_renown:drunk_fight_start.1|No, když chceš boj, máš ho mít!
dlga_drunk_player_high_renown:close_window|To si taky myslím. A teď hybaj odsud!
dlga_start:fistfight_response|Myslím, že {takový pán/taková paní} jako ty už za sebou musí mít bezpočet bitev, a většina z nich byla jistě vítězná. Proto bych pro tebe měl jistou obchodní nabídku.
dlga_fistfight_response:fistfight_response_2|O co jde?
dlga_fistfight_response_2:fistfight_response_2a|Těší mne, že máš zájem. Všechno ti vysvětlím, ale je to trochu složitější, takže poslouchej pozorně. 
dlga_fistfight_response_2a:fistfight_response_3|Ty a tenhle druhý chlapík se spolu začnete bít - beze zbraní a bez brnění. Já budu stát stranou, vybírat sázky a s vítězem se pak rozdělím napůl. V případě, že se dostaneme do ztráty, vykryju ji z vlastních prostředků. Ty nemáš co ztratit - až na trošku krve, pochopitelně.
dlga_fistfight_response_3:fistfight_response_4|Nemůžeme to ale pořádat ve stylu honosných zápasů v aréně, kde každý na svého favorita sází dopředu. Lidi prostě přiláká hluk, kouknou na vás a vsadí si pár denárů na toho, kdo podle jejich názoru vyhraje. Poměr sázek bude stejný, cokoli jiného by mohlo v lidech po pár džbáncích medoviny vzbudit podezření.
dlga_fistfight_response_4:fistfight_response_4a|Takže jak vidíš, trik je v tom boj co nejvíc protahovat ve chvíli, kdy to vypadá, že prohráváš a lidé sázejí proti tobě. A pak se musíš rychle vzpamatovat a vyhrát dřív, než se sázky otočí. Nejlepší způsob, jak si vydělat, je nechat se skoro srazit k zemi, pak vyskočit na nohy a protivníka rychle sejmout. Ale každopádně musíš vyhrát, pokud nám z toho tedy má něco slušného kápnout. 
dlga_fistfight_response_4a:fistfight_response_5|Moc to ale zase protahovat nemůžeš, jinak nás budou diváci podezírat z podvodu. Takže do sebe musíte pořád bušit hlava nehlava. Je mi jedno, čí krev poteče, ale nějaká se rozhodně objevit musí.
dlga_fistfight_response_5:fistfight_response_5a|A ještě něco - můj společník a tvůj protivník si nepotrpí na žádné složité parádičky - prostě půjde rovnou po tobě. Jak se s tím vypořádáš, to už bude tvoje věc.
dlga_fistfight_response_5a:fistfight_response_confirm|Tak co na to říkáš?
dlga_fistfight_response_confirm:close_window.1|Mám na práci lepší věci.
dlga_start:ramun_introduce_1|Přeji ti dobrý den, {mladý muži/děvče}. 
dlga_ramun_introduce_1:ramun_introduce_2|Promiň mi, vypadáš jako obchodník, ale nevidím žádné zboží.
dlga_ramun_introduce_1:close_window|To je jedno.
dlga_ramun_introduce_2:ramun_introduce_3|Obchodník? Ale samozřejmě, to jsem. Mé zboží se ovšem liší od tovaru těch ostatních. Je nutné jej dvakrát denně krmit a napájet a když se k němu otočím zády, snaží se mi utéct.
dlga_ramun_introduce_3:ramun_introduce_4|Dobytek?
dlga_ramun_introduce_4:ramun_introduce_5|Skoro trefa. Rád se považuju za člověka, který rozhýbává všechny lodě v oceánu. Lodě pohánějí vesla, chápeš? A aby se vesla hýbala, jsou potřeba muži, kteří za ně zabírají. A tady přicházím na řadu já.
dlga_ramun_introduce_5:ramun_introduce_6|Otroci na galérách.
dlga_ramun_introduce_6:ramun_introduce_7|Přesně tak! Bez nich by obchodní přístav jako je tenhle nemohl existovat. Při každé cestě lodě o pár rukou přijdou, takže je po nich vysoká poptávka. Kapitáni už mě znají a dobře mi platí.
dlga_ramun_introduce_7:ramun_introduce_8|Odkud ti otroci pochází?
dlga_ramun_introduce_8:ramun_introduce_9|Nejvíc obchoduji s odsouzenými zločinci, které koupím od úřadů. Jiní jsou váleční zajatci různých národností, které mi přivádí proto, že vykupuji za nejlepší ceny. Čas od času ale koupím pár otroků i od korzárů a dalších... 'jedinců'. Dodavatele si nemůžeš moc vybírat. Nemáš s sebou náhodou nějaké zajatce?
dlga_ramun_introduce_9:ramun_introduce_10|Já?
dlga_ramun_introduce_10:ramun_introduce_11|Proč ne? Jestli hodláš vyrazit za město, dřív nebo později s někým zkřížíš meč. A dá-li bůh, tak souboj vyhraješ. Proč si z toho neodnést pár zlaťáků navíc? Nech je žít, zajmi je a přiveď mi je sem. Zaplatím ti padesát denárů za hlavu. Kdo ti otroci budou a odkud pochází, to je mi celkem jedno.
dlga_ramun_introduce_11:ramun_introduce_12|Hmm. Popřemýšlím nad tím.
dlga_ramun_introduce_12:close_window|To udělej! V tomhle obchodu se točí spousta stříbra, to si piš. Vyděláme na tom oba. 
dlga_start:ramun_talk|Zdravím tě, {playername}.
dlga_ramun_pre_talk:ramun_talk|Ještě něco?
dlga_ramun_talk:ramun_sell_prisoners|Ramune, mám tu nějaké zajatce. Nechceš se na ně podívat?
dlga_ramun_sell_prisoners:ramun_sell_prisoners_2|Podívám se, co pro mě máš...
dlga_ramun_sell_prisoners_2:close_window|Obchodovat s tebou je potěšení.
dlga_ramun_talk:ramun_ask_about_capturing|Jak můžu někoho zajmout?
dlga_ramun_talk:ramun_ask_about_capturing.1|Mohl bys mi zopakovat, jak se dá získat zajatec?
dlga_ramun_ask_about_capturing:ramun_have_blunt_weapon|Jsi v tomhle nováček, viď? Vysvětlím ti to zjednodušeně. Základním principem při získávání zajatce je to, že jej musíš srazit tupou zbraní, třeba palcátem nebo palicí. Mečem do něj moc nesekej. Takhle na chvíli upadne do bezvědomí místo toho, aby vykrvácel a umřel. Předpokládám, že u sebe nějakou tupou zbraň máš... 
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_yes|Samozřejmě. 
dlga_ramun_have_blunt_weapon:ramun_have_blunt_weapon_no|No, ještě nemám. 
dlga_ramun_have_blunt_weapon_yes:ramun_ask_about_capturing_2|Dobře. V tom případě ti stačí potkat nějakého darebáka, omráčit ho svou zbraní a po boji mu kolem zápěstí zacvaknout želízka. U šlechticů je to trochu jinak, většinou bývají dobře chránění, takže je prakticky jedno, jakou zbraň použiješ. Ale pokud sekneš mečem do obyčejného chasníka, vykrvácí jako podříznuté prase. Nemám na svoje zboží nijak přehnané požadavky, ovšem trvám na tom, aby v okamžiku prodeje ještě dýchalo. 
dlga_ramun_have_blunt_weapon_no:ramun_have_blunt_weapon_no_2|Ne? Heh, no tak v tom případě máš šťastný den. Mám tady jednu starou palici, kterou jsem chtěl stejně vyhodit. Je sice dost otlučená, ale omráčit chlapa ještě pořád zvládne. Na, vezmi si ji. 
dlga_ramun_have_blunt_weapon_no_2:ramun_have_blunt_weapon_yes|Díky, Ramune. Radši ji co nejdřív vyzkouším. 
dlga_ramun_ask_about_capturing:ramun_ask_about_capturing_2|Tak jo, pokusím se ti to nějak jednoduše vysvětlit. Základním principem při získávání zajatce je to, že jej musíš srazit tupou zbraní, třeba palcátem nebo palicí. Mečem do něj moc nesekej. Takhle na chvíli upadne do bezvědomí místo toho, aby vykrvácel a umřel, chápeš? U šlechticů a podobných je to trochu jinak, většinou bývají dobře chránění, takže je prakticky jedno, jakou zbraň použiješ. Ale pokud sekneš do obyčejného chasníka něčím ostrým, vykrvácí jako podříznuté prase. 
dlga_ramun_ask_about_capturing_2:ramun_ask_about_capturing_3|Dobře, myslím, že už tomu rozumím. Ještě něco? 
dlga_ramun_ask_about_capturing_3:ramun_ask_about_capturing_4|No, není to zase tak jednoduché. Tupé zbraně nezraňují tak těžce jako ty ostré, takže s nimi nepřátele neporazíš tak rychle. A můžeš mi věřit, že většina té verbeže, co se tu potuluje, se tě pokusí zabít hned, jak tě uvidí. Takže jakmile vytáhneš palici místo meče, nečekej žádné zdvořilostní rozpravy. A co víc, když s sebou vedeš zajatce, dost tě to zpomalí. Některé družiny proto po boji svoje zajatce jednoduše pouští na svobodu. Je to úplné bláznovství. Jak se může někdo takhle lehkomyslně zbavovat stříbra, no řekni! 
dlga_ramun_ask_about_capturing_4:ramun_ask_about_capturing_5|To je všechno? 
dlga_ramun_ask_about_capturing_5:ramun_ask_about_capturing_7|Ještě jedna věc. Bezpečná přeprava zajatců není zrovna snadná záležitost. Dalo by se to nazvat zvláštní dovedností. Pokud máš v plánu chytat větší množství zajatců, radši se nauč různé užitečné triky, jinak nedokážeš udržet jediného otroka.
dlga_ramun_ask_about_capturing_7:ramun_pre_talk|Díky, budu si to pamatovat. 
dlga_ramun_talk:ramun_leave|Raději už půjdu. 
dlga_ramun_leave:close_window|Pamatuj, až budeš mít nějaké zajatce, přiveď mi je. Za každého ti vyplatím pěknou hromádku stříbra.
dlga_start:close_window.3|Poníženě prosím, aby tvé Veličenstvo drželo ruce tak, ať na ně vidím.
dlga_start:manhunter_talk_b|Hej, ty tam! Nejsou tu kolem nějací zbojníci?
dlga_manhunter_talk_b:manhunter_talk_b1|Ano, běželi tudy asi před hodinou. 
dlga_manhunter_talk_b1:close_window|Já to věděl! Pojďte, chlapi, jdeme na ty holomky! Děkuji ti, příteli.
dlga_manhunter_talk_b:manhunter_talk_b2|Ne, o žádných zbojnících nevím.
dlga_manhunter_talk_b2:close_window|Sakra. Jsou zavrtaní v lesích jako krysy, ale my už je vykouříme. Dřív nebo později.
dlga_looters_1:looters_2|{s4}
dlga_looters_2:close_window|Nebojím se vás. Bojujte, jestli si troufnete! 
dlga_looters_2:close_window.1|Nedostaneš ode mě nic jiného než ránu ocelí, lůzo.
dlga_start:village_farmer_talk|{Můj pane/Má paní}, jsme jen chudí farmáři z vesnice {s11}. {reg1?Vezeme své zboží na trh do města {s12}.:Vracíme se z tržiště ve městě {s12} do naší vesnice.}
dlga_village_farmer_talk:farmer_bandit_information|Pronásleduji jistou skupinu banditů, která se tu potuluje. Neviděli jste je?
dlga_farmer_bandit_information:village_farmer_talk|{s15}
dlga_village_farmer_talk:close_window|Uvidíme, jak chudí budete poté, co vám všechno sebereme!
dlga_village_farmer_talk:close_window.1|Tak tedy pokračuj. Sbohem. 
dlga_start:minister_issues|Jsem ti k službám, {pane/má paní}
dlga_start:close_window.4|Bylo by mi ctí vstoupit do tvých služeb, {pane/má paní}
dlga_start:member_castellan_talk|Ano, {playername}? Co pro tebe můžu udělat? 
dlga_member_castellan_pretalk:member_castellan_talk|Ještě něco? 
dlga_member_castellan_talk:member_review_castle_garrison|Chci se podívat do hradní strážnice.
dlga_member_review_castle_garrison:member_castellan_pretalk|Samozřejmě. Tady jsou naše seznamy, dej mi vědět, jaké změny chceš provést...
dlga_member_castellan_talk:member_review_castellan_equipment|Podívám se na tvé vybavení.
dlga_member_review_castellan_equipment:member_castellan_pretalk|Dobrá, tady to všechno je...
dlga_member_castellan_talk:member_castellan_join|Chci, abys odešel z hradu a přidal se k mé družině.
dlga_member_castellan_join:close_window|Docela jsem si to tady oblíbil... Ale jestli chceš, {playername}, půjdu s tebou.
dlga_member_castellan_join:member_castellan_pretalk|A kde bychom přespávali? Táhneš s sebou celou armádu, {playername}, pro všechny tu není místo. 
dlga_member_castellan_talk:close_window|[Odejít] 
dlga_start:close_window.5|Chceš, abych se k tobě zase přidal?
dlga_start:close_window.6|Chceš, abych se k tobě zase přidal?
dlga_member_chat:kidnapped_girl_chat_1|Už jsme doma?
dlga_kidnapped_girl_chat_1:kidnapped_girl_chat_2|Ještě ne.
dlga_kidnapped_girl_chat_2:close_window|Už se nemůžu dočkat, až tam budeme. Hrozně mi chybí má rodina. Dal bych cokoliv za to se s nimi znova vidět.
dlga_member_chat:member_lady_1|{playername}, kdy myslíš, že bychom se mohli dostat do cíle?
dlga_member_lady_1:member_lady_2a|Ještě před sebou máme dlouhou cestu.
dlga_member_lady_1:member_lady_2b|Velmi brzy. Už tam skoro jsme. 
dlga_member_lady_2a:close_window|Ah, v tom případě si budu ještě chvíli užívat cestu. Nebudu si stěžovat. Jízda na koni otevřenou krajinou je o tolik příjemnější než celodenní vysedávání na hradě. Víš, vlastně ti závidím. Ty takhle můžeš žít pořád.
dlga_member_lady_2b:close_window|To je dobrá zpráva. Ne že bych shledával tvou společnost nemilou, ale přece jen mi chybí luxus mého domova. I tak je mi líto, že se rozloučíme tak brzy. Musíš mi slíbit, že mě někdy přijdeš navštívit. 
dlga_member_chat:supported_pretender_talk|Zdravím tě, {playername}, můj první a nejvýznačnější vazale. Očekávám tvou radu. 
dlga_supported_pretender_pretalk:supported_pretender_talk|Ještě něco? 
dlga_supported_pretender_talk:pretender_progress|Co si myslíš o našem dosavadním pokroku?
dlga_pretender_progress:pretender_progress_2|{reg11?Máme na své straně {reg11} lordů:Nemáme na své straně ještě žádné lordy}, zatímco {reg21?{s9} je stále ještě podporován {reg21} lordy:{s9} už nemá žádné věrné lordy}. {reg19?Ovládáme {reg13?{reg13} měst:}, {reg14?{reg14} hradů:} {reg15?a {reg15} vesnic:}:Neovládáme žádná sídliště}, zatímco {reg29?mají {reg23?{reg23} měst:} {reg24?{reg24} hradů:} {reg25?a {reg25} vesnic:}:nemají už žádná sídliště}. Celkem, {s30}.
dlga_pretender_progress_2:supported_pretender_pretalk|Potom musíme pokračovat v boji a sehnat další stoupence!
dlga_pretender_progress_2:pretender_quit_rebel_confirm|Zdá se, že tahle vzpoura nikam nevede. Budeme se muset vzdát.
dlga_pretender_quit_rebel_confirm:pretender_quit_rebel_confirm_2|{playername}, teď mě nemůžeš opustit. Myslíš to vážně? 
dlga_pretender_quit_rebel_confirm_2:pretender_quit_rebel_confirm_3|Ano, myslím. Už tě nemohu dále podporovat.
dlga_pretender_quit_rebel_confirm_2:supported_pretender_pretalk|To byl jen vtip. Budu za tebe bojovat, dokud neuspějeme.
dlga_pretender_quit_rebel_confirm_3:pretender_quit_rebel_confirm_4|Víš to jistě? Jestli mě opustíš, nikdy ti to nezapomenu. 
dlga_pretender_quit_rebel_confirm_4:pretender_quit_rebel|Mé rozhodnutí je pevné. 
dlga_pretender_quit_rebel_confirm_4:supported_pretender_pretalk|Ještě o tom raději popřemýšlím. 
dlga_pretender_quit_rebel:close_window|Tak budiž. V tom případě už nemám šanci. Nezbývá mi než odejít z Calradie a nikdy se nevracet. Až budu pryč, můžete se ty a {s4} pokusit uzavřít mír.
dlga_supported_pretender_talk:supported_pretender_equip|{reg65?Má paní:Můj pane}, dovolíš mi, abych zkontroloval tvé vybavení?
dlga_supported_pretender_equip:supported_pretender_pretalk|Dobře, tady to všechno je...
dlga_supported_pretender_talk:pretneder_view_char_requested|Byl bys tak laskav a prozradil mi něco o svých dovednostech?
dlga_pretneder_view_char_requested:supported_pretender_pretalk|No, dobře. 
dlga_supported_pretender_talk:supported_pretender_grant_fief|Navrhuji, abys rozhodl, komu připadne jisté léno bez pána.
dlga_supported_pretender_grant_fief:supported_pretender_grant_fief_select|A které léno máš na mysli?
dlga_supported_pretender_grant_fief_select:supported_pretender_grant_fief_choose_recipient|{s4}
dlga_supported_pretender_grant_fief_choose_recipient:center_captured_rebellion|A kdo by je podle tebe měl získat?
dlga_supported_pretender_grant_fief_select:supported_pretender_pretalk|Ale nic, zapomeň na to.
dlga_supported_pretender_talk:close_window|Pokračujme v cestě, {reg65?mylady:sire}. 
dlga_do_member_trade:member_talk|Ještě něco?
dlga_member_pretalk:member_talk|Ještě něco?
dlga_member_chat:member_talk|Ano, {s5}?
dlga_member_talk:member_direct_campaign|Jako maršál bych rád poslal zprávu vazalům této říše.
dlga_member_talk:member_trade|{Podíval/Podívala} bych se na tvé vybavení.
dlga_member_trade:do_member_trade|Dobře, tady to všechno je...
dlga_member_talk:view_member_char_requested|Co mi můžeš říct o svých dovednostech?
dlga_view_member_char_requested:do_member_view_char|Dobře, povykládám ti o nich...
dlga_member_talk:member_separate|Musíme se na chvíli rozdělit.
dlga_member_separate:member_separate_confirm|Ach, opravdu? No, nebudu tu jen tak vyčkávat. Poohlédnu se ve městech po nějaké jiné práci. Skutečně si to přeješ?
dlga_member_separate:companion_quitting|No, vlastně ti chci něco říct.
dlga_member_separate_confirm:member_separate_yes|Ano, přeji. Naše cesty se musí rozejít.
dlga_member_separate_confirm:do_member_trade|Ne, bude lepší, když tě budu mít po svém boku.
dlga_member_separate_yes:close_window|Dobře. Já tedy odjedu. Pokud mě budeš potřebovat, víš, kde mě hledat.
dlga_member_talk:member_question|Chci se tě na něco zeptat.
dlga_member_talk:close_window|Vlastně nic.
dlga_member_question:member_question_2|Dobře. Na co se mě chceš zeptat?
dlga_member_question_2:member_morale|Co si myslíš o tom, jak funguje tato družina? 
dlga_member_question_2:member_background_recap|Pověz mi znova svůj příběh.
dlga_member_question_2:member_kingsupport_1|Už asi víš, že chci být {král/královna} téhle země?
dlga_member_question_2:member_intelgathering_1|Máš nějaké vlivné přátele, kteří by mohli zapracovat v náš prospěch?
dlga_member_question_2:member_fief_grant_1|Chceš mít své vlastní léno?
dlga_member_morale:do_member_trade|{s21}
dlga_member_background_recap:member_background_recap_2|{s5}
dlga_member_background_recap_2:member_background_recap_3|{s5}
dlga_member_background_recap_3:do_member_trade|A krátce poté sis mě {najal/najala}.
dlga_do_member_view_char:member_talk|Ještě něco?
dlga_member_kingsupport_1:do_member_trade|Hmm... Ano, to už je mi známo.
dlga_member_kingsupport_1:member_kingsupport_1a|{s21}
dlga_member_kingsupport_1a:member_kingsupport_2|Podpoříš mě tedy v mém snažení?
dlga_member_kingsupport_1a:do_member_trade|Výborně. Budu si to pamatovat.
dlga_member_kingsupport_2:do_member_trade|Ano, {s21}. A také mám návrh, jak ti pomoci udržet trůn. Ale {s22} už má na tvůj rozkaz podobný úkol, takže bychom mohli pár týdnů počkat, abychom na sebe zbytečně neupoutávali pozornost.
dlga_member_kingsupport_2:member_kingsupport_2a|{s21}
dlga_member_kingsupport_2a:member_kingsupport_3|{s21}
dlga_member_kingsupport_2a:do_member_trade|{s21}
dlga_member_kingsupport_3:member_kingsupport_3a|{s21}
